,transcript,position,score
0,ENST00000000233,244,0.0
1,ENST00000000233,261,0.00909090909090909
2,ENST00000000233,316,0.00909090909090909
3,ENST00000000233,332,0.004545454545454545
4,ENST00000000233,368,0.04547821969696969
5,ENST00000000233,404,0.0
6,ENST00000000233,431,0.09090909090909091
7,ENST00000000233,440,3.154375118289067e-06
8,ENST00000000233,471,0.13755681818181817
9,ENST00000000233,539,0.009101286841012869
10,ENST00000000233,571,0.0
11,ENST00000000233,575,0.009900939362394041
12,ENST00000000233,665,0.23228223436648185
13,ENST00000000233,696,0.0
14,ENST00000000233,752,0.004545454545454545
15,ENST00000000233,757,0.14545454545454545
16,ENST00000000233,765,0.17727272727272728
17,ENST00000000233,913,0.15930466160195073
18,ENST00000000412,1190,0.0
19,ENST00000000412,1209,0.031818181818181815
20,ENST00000000412,1250,0.009182621029020656
21,ENST00000000412,1283,0.004648893304832996
22,ENST00000000412,1343,0.00909090909090909
23,ENST00000000412,1458,0.02727272727272727
24,ENST00000000412,1545,0.004545454545454545
25,ENST00000000412,1570,0.15454545454545454
26,ENST00000000412,1638,0.00909090909090909
27,ENST00000000412,1661,0.08410825815405967
28,ENST00000000412,1699,0.004545454545454545
29,ENST00000000412,1790,0.00909090909090909
30,ENST00000000412,1860,0.15454545454545454
31,ENST00000000412,1888,0.11818181818181818
32,ENST00000000412,1960,0.12272727272727273
33,ENST00000000412,1986,0.08638694638694638
34,ENST00000000412,2195,0.013636363636363636
35,ENST00000000412,2230,0.0005302009784380377
36,ENST00000000412,2275,0.02275103980986334
37,ENST00000000412,2434,0.0
38,ENST00000000412,2462,0.06364145943742355
39,ENST00000000412,2484,0.0
40,ENST00000000412,2564,0.0
41,ENST00000000412,2580,0.44545454545454544
42,ENST00000000412,2618,0.004545454545454545
43,ENST00000000412,2707,0.05909090909090909
44,ENST00000000412,2728,0.022727272727272728
45,ENST00000000412,355,0.16818181818181818
46,ENST00000000412,367,0.045454545454545456
47,ENST00000000412,496,0.07272727272727272
48,ENST00000000412,501,0.3181818181818182
49,ENST00000000412,547,0.0
50,ENST00000000412,559,0.1
51,ENST00000000412,627,0.0
52,ENST00000000412,674,0.01818181818181818
53,ENST00000000412,769,0.004545454545454545
54,ENST00000000412,783,0.0009090909090909091
55,ENST00000000412,793,0.08181818181818182
56,ENST00000000412,854,0.004843838369821856
57,ENST00000000412,923,0.013636363636363636
58,ENST00000000412,932,0.0
59,ENST00000001008,1179,0.0
60,ENST00000001008,1214,0.0
61,ENST00000001008,1227,0.08636363636363636
62,ENST00000001008,1232,0.33636363636363636
63,ENST00000001008,1289,0.04090909090909091
64,ENST00000001008,1296,0.2318181818181818
65,ENST00000001008,1357,0.004587935429056924
66,ENST00000001008,1454,0.21370967741935484
67,ENST00000001008,1484,0.050020850708924106
68,ENST00000001008,1496,0.004830801428543185
69,ENST00000001008,1555,0.004566305254378649
70,ENST00000001008,1642,0.00909090909090909
71,ENST00000001008,1666,0.05909090909090909
72,ENST00000001008,1793,0.06885962451731165
73,ENST00000001008,190,0.013636363636363636
74,ENST00000001008,1905,0.07735972161809483
75,ENST00000001008,1924,0.2318181818181818
76,ENST00000001008,2002,0.05028300243817486
77,ENST00000001008,2013,0.004545454545454545
78,ENST00000001008,2095,0.00909090909090909
79,ENST00000001008,2242,0.0
80,ENST00000001008,257,0.02727272727272727
81,ENST00000001008,270,0.004545454545454545
82,ENST00000001008,338,0.022727272727272728
83,ENST00000001008,389,0.06819592354891035
84,ENST00000001008,410,0.01367738694193847
85,ENST00000001008,425,0.0008295771674866853
86,ENST00000001008,458,0.03204180926994105
87,ENST00000001008,510,0.004545454545454545
88,ENST00000001008,652,0.00909090909090909
89,ENST00000001008,725,0.1454782196969697
90,ENST00000001008,737,0.00051808309271854
91,ENST00000001008,776,0.02389178208074714
92,ENST00000001008,831,0.013668767456460134
93,ENST00000001008,990,0.009162982888147568
94,ENST00000002165,1031,0.0774025974025974
95,ENST00000002165,1163,0.0
96,ENST00000002165,1188,0.013738664243112063
97,ENST00000002165,1273,0.10909090909090909
98,ENST00000002165,1324,0.004545454545454545
99,ENST00000002165,1339,0.17272727272727273
100,ENST00000002165,1350,0.16363636363636364
101,ENST00000002165,1387,0.20909090909090908
102,ENST00000002165,1400,0.0
103,ENST00000002165,1445,0.2863636363636364
104,ENST00000002165,1506,0.03636363636363636
105,ENST00000002165,1553,0.06363636363636363
106,ENST00000002165,1630,0.0
107,ENST00000002165,1639,0.01818181818181818
108,ENST00000002165,207,0.009359614803279069
109,ENST00000002165,35,0.013713405238828967
110,ENST00000002165,367,0.06363636363636363
111,ENST00000002165,449,0.0
112,ENST00000002165,457,0.004545454545454545
113,ENST00000002165,501,0.05914968652037617
114,ENST00000002165,534,0.12727272727272726
115,ENST00000002165,54,0.014008283874116489
116,ENST00000002165,547,0.24545454545454545
117,ENST00000002165,567,0.018273671050559867
118,ENST00000002165,572,0.09545454545454546
119,ENST00000002165,576,1.2436264146250467e-05
120,ENST00000002165,589,0.509090909090909
121,ENST00000002165,680,0.01818181818181818
122,ENST00000002165,708,0.018543751330636574
123,ENST00000002165,771,0.03226035897872824
124,ENST00000002165,900,0.0
125,ENST00000002165,907,0.05454545454545454
126,ENST00000002165,933,0.0
127,ENST00000002165,941,0.00014195327709279687
128,ENST00000002165,948,4.095004095004095e-05
129,ENST00000002165,952,0.00909090909090909
130,ENST00000002165,990,0.013636363636363636
131,ENST00000005340,1094,0.0
132,ENST00000005340,1226,0.07291554599246908
133,ENST00000005340,1247,0.004545454545454545
134,ENST00000005340,1253,0.04090909090909091
135,ENST00000005340,1262,0.004796304352165783
136,ENST00000005340,1298,0.027342657342657343
137,ENST00000005340,1330,0.004545454545454545
138,ENST00000005340,1406,0.00013487320693658943
139,ENST00000005340,1441,0.07272727272727272
140,ENST00000005340,1547,0.10911029269238226
141,ENST00000005340,1561,0.009318403857820935
142,ENST00000005340,1590,0.11848484848484848
143,ENST00000005340,1604,0.004545454545454545
144,ENST00000005340,1661,0.03636363636363636
145,ENST00000005340,1802,0.0
146,ENST00000005340,1850,0.02289157383497006
147,ENST00000005340,1877,0.022727272727272728
148,ENST00000005340,2200,0.12272727272727273
149,ENST00000005340,2286,0.11363636363636363
150,ENST00000005340,2399,0.014090909090909091
151,ENST00000005340,2421,0.23644464446444644
152,ENST00000005340,2425,9.05719159749985e-05
153,ENST00000005340,2536,0.09090909090909091
154,ENST00000005340,2626,0.05
155,ENST00000005340,2672,0.08636363636363636
156,ENST00000005340,2679,0.06433839108183163
157,ENST00000005340,2754,0.04752066115702479
158,ENST00000005340,2815,0.0
159,ENST00000005340,2828,0.0050620009611555055
160,ENST00000005340,2909,0.022962014511310285
161,ENST00000005340,2988,0.0
162,ENST00000005340,609,0.07727272727272727
163,ENST00000005340,655,0.3181818181818182
164,ENST00000005340,671,0.08204852579852581
165,ENST00000005340,733,0.004545454545454545
166,ENST00000005340,739,0.0
167,ENST00000005340,817,0.04090909090909091
168,ENST00000005340,880,0.0
169,ENST00000005340,911,0.20938228438228437
170,ENST00000007264,1061,0.03741782006014633
171,ENST00000007264,1066,0.6636363636363637
172,ENST00000007264,108,0.2375
173,ENST00000007264,1116,0.7045454545454546
174,ENST00000007264,1293,0.7681818181818182
175,ENST00000007264,1341,0.0
176,ENST00000007264,1366,0.12280496893751901
177,ENST00000007264,1413,0.6954545454545454
178,ENST00000007264,1564,0.013657214345287738
179,ENST00000007264,1640,0.022727272727272728
180,ENST00000007264,1923,0.1455874546580554
181,ENST00000007264,2015,0.44651515151515153
182,ENST00000007264,298,0.013636363636363636
183,ENST00000007264,370,0.004545454545454545
184,ENST00000007264,420,0.009327512290006786
185,ENST00000007264,471,0.0
186,ENST00000007264,496,0.023342763736954607
187,ENST00000007264,553,0.041369022936295824
188,ENST00000007264,590,0.00912847483095417
189,ENST00000007264,708,0.013879240914124635
190,ENST00000007264,736,0.004545454545454545
191,ENST00000007264,787,0.5772727272727273
192,ENST00000007264,817,0.004557291666666667
193,ENST00000007264,877,0.08181818181818182
194,ENST00000007264,916,0.022841155743481327
195,ENST00000007390,1041,0.4318181818181818
196,ENST00000007390,1055,0.013643454829102255
197,ENST00000007390,1096,0.5818181818181818
198,ENST00000007390,1105,0.7215909090909091
199,ENST00000007390,1151,0.35454545454545455
200,ENST00000007390,435,0.00909090909090909
201,ENST00000007390,439,0.09545454545454546
202,ENST00000007390,500,0.05909090909090909
203,ENST00000007390,570,0.24545454545454545
204,ENST00000007390,589,0.05909090909090909
205,ENST00000007390,642,0.0
206,ENST00000007390,693,0.05454545454545454
207,ENST00000007390,699,0.08181818181818182
208,ENST00000007390,714,0.022727272727272728
209,ENST00000007390,846,0.0
210,ENST00000007390,885,0.05454545454545454
211,ENST00000007390,894,8.660694144565114e-05
212,ENST00000007390,912,0.10454545454545454
213,ENST00000007516,186,0.022889134208628148
214,ENST00000007516,204,0.29545454545454547
215,ENST00000007516,307,0.03787878787878787
216,ENST00000007516,329,0.19545454545454546
217,ENST00000007516,337,0.01959377338790975
218,ENST00000007516,346,0.00016803025425790713
219,ENST00000007516,385,0.004545454545454545
220,ENST00000007516,397,0.07272727272727272
221,ENST00000007516,406,0.004545454545454545
222,ENST00000007516,545,0.004545454545454545
223,ENST00000007516,569,0.06363636363636363
224,ENST00000007516,604,0.05012396694214876
225,ENST00000007516,626,0.022727272727272728
226,ENST00000007516,632,0.0048098583182828265
227,ENST00000007516,650,0.3409965034965035
228,ENST00000009041,1086,0.03183427711116593
229,ENST00000009041,1206,0.059167950693374424
230,ENST00000009041,1224,0.0
231,ENST00000009041,1268,0.06363636363636363
232,ENST00000009041,1286,0.0
233,ENST00000009041,1381,0.0
234,ENST00000009041,1407,0.05
235,ENST00000009041,1458,0.0022901557250625034
236,ENST00000009041,1573,0.045454545454545456
237,ENST00000009041,1667,0.013636363636363636
238,ENST00000009041,186,0.02731934731934732
239,ENST00000009041,244,0.004545454545454545
240,ENST00000009041,261,0.04090909090909091
241,ENST00000009041,276,0.00909090909090909
242,ENST00000009041,416,0.3368181818181818
243,ENST00000009041,441,0.01483674775928297
244,ENST00000009041,455,0.0
245,ENST00000009041,501,0.009626436781609196
246,ENST00000009041,531,0.05
247,ENST00000009041,613,0.0
248,ENST00000009041,641,9.785733539244774e-05
249,ENST00000009041,653,0.020587306628569436
250,ENST00000009041,807,0.013636363636363636
251,ENST00000009041,811,0.0
252,ENST00000009041,928,0.004545454545454545
253,ENST00000009041,933,0.04091946865919468
254,ENST00000009041,943,0.004545454545454545
255,ENST00000009041,955,0.07462121212121212
256,ENST00000009041,987,0.0
257,ENST00000009589,147,0.0
258,ENST00000009589,195,0.01818181818181818
259,ENST00000009589,235,0.013671654432524
260,ENST00000009589,278,0.022727272727272728
261,ENST00000009589,300,0.03636363636363636
262,ENST00000009589,324,0.05909090909090909
263,ENST00000009589,391,0.06818181818181818
264,ENST00000009589,507,0.004635587372779024
265,ENST00000009589,62,0.17305785123966944
266,ENST00000009589,90,0.013825757575757575
267,ENST00000011619,2414,0.013636363636363636
268,ENST00000011619,2448,0.0
269,ENST00000011619,2521,0.004545454545454545
270,ENST00000011619,2593,0.04093469910371319
271,ENST00000011619,2686,0.01818181818181818
272,ENST00000011619,2703,0.0
273,ENST00000011619,2846,0.0
274,ENST00000011619,2878,0.05909090909090909
275,ENST00000011619,2901,0.14545454545454545
276,ENST00000011619,2914,0.045454545454545456
277,ENST00000011619,2928,0.0
278,ENST00000011619,2958,0.004545454545454545
279,ENST00000012443,1018,0.004545454545454545
280,ENST00000012443,1022,0.013636363636363636
281,ENST00000012443,1031,0.06818181818181818
282,ENST00000012443,1196,0.009430087225137013
283,ENST00000012443,1250,0.0
284,ENST00000012443,127,0.2772727272727273
285,ENST00000012443,1355,0.0377030597505191
286,ENST00000012443,1364,0.21136363636363636
287,ENST00000012443,1472,0.0047409791337669985
288,ENST00000012443,1505,0.0
289,ENST00000012443,156,0.02738249706271515
290,ENST00000012443,1652,0.09546669907632475
291,ENST00000012443,1704,0.1550287081339713
292,ENST00000012443,1802,0.045454545454545456
293,ENST00000012443,1961,0.00909090909090909
294,ENST00000012443,199,0.013636363636363636
295,ENST00000012443,212,0.00909090909090909
296,ENST00000012443,230,0.100098814229249
297,ENST00000012443,275,0.09090909090909091
298,ENST00000012443,377,0.17272727272727273
299,ENST00000012443,455,0.13636363636363635
300,ENST00000012443,488,0.009133790737564323
301,ENST00000012443,590,0.045911319073083774
302,ENST00000012443,599,0.013636363636363636
303,ENST00000012443,613,7.304820164100974e-05
304,ENST00000012443,636,0.027281553398058253
305,ENST00000012443,661,0.027294269711331323
306,ENST00000012443,701,0.013636363636363636
307,ENST00000012443,711,0.05454545454545454
308,ENST00000012443,787,0.004545454545454545
309,ENST00000012443,802,0.05909090909090909
310,ENST00000012443,827,0.22727272727272727
311,ENST00000012443,848,0.0045669185246861085
312,ENST00000012443,889,0.01818181818181818
313,ENST00000012443,914,0.19094438170525127
314,ENST00000012443,923,0.10454545454545454
315,ENST00000014930,178,0.11818181818181818
316,ENST00000014930,232,0.013636363636363636
317,ENST00000014930,393,0.05909744931327665
318,ENST00000014930,475,0.013636363636363636
319,ENST00000014930,508,0.041180278007667714
320,ENST00000014930,649,0.02303475935828877
321,ENST00000014930,673,1.1837121212121212e-05
322,ENST00000014930,723,0.00909090909090909
323,ENST00000014930,748,0.4659090909090909
324,ENST00000014930,798,0.2772727272727273
325,ENST00000014930,835,0.0
326,ENST00000022615,1021,0.5818181818181818
327,ENST00000022615,1213,0.004545454545454545
328,ENST00000022615,1264,0.00012987012987012987
329,ENST00000022615,1333,0.0
330,ENST00000022615,156,0.004586404586404586
331,ENST00000022615,164,0.00909090909090909
332,ENST00000022615,245,0.0
333,ENST00000022615,264,0.05909090909090909
334,ENST00000022615,271,0.2
335,ENST00000022615,294,0.027553403089116496
336,ENST00000022615,300,0.02727272727272727
337,ENST00000022615,314,2.3767082590612e-05
338,ENST00000022615,355,0.045454545454545456
339,ENST00000022615,359,0.054583651642475174
340,ENST00000022615,384,0.02747933884297521
341,ENST00000022615,472,0.004618025101948004
342,ENST00000022615,540,0.06379452242870559
343,ENST00000022615,556,0.00909090909090909
344,ENST00000022615,597,0.05932125307125307
345,ENST00000022615,677,0.0
346,ENST00000022615,687,0.004545454545454545
347,ENST00000022615,698,0.03636363636363636
348,ENST00000022615,7,0.01818181818181818
349,ENST00000022615,711,0.0
350,ENST00000022615,75,0.0
351,ENST00000022615,758,0.022727272727272728
352,ENST00000022615,799,0.173444976076555
353,ENST00000022615,815,0.05909090909090909
354,ENST00000022615,839,0.028017995076818607
355,ENST00000022615,867,0.08246753246753247
356,ENST00000022615,907,0.16363636363636364
357,ENST00000022615,93,0.0003361785107638539
358,ENST00000022615,970,0.2318181818181818
359,ENST00000023939,1014,0.009096905732789639
360,ENST00000023939,1306,0.09093285799168152
361,ENST00000023939,131,0.03640089418777943
362,ENST00000023939,1420,0.0
363,ENST00000023939,1427,0.5318181818181819
364,ENST00000023939,1470,0.03636363636363636
365,ENST00000023939,151,0.013636363636363636
366,ENST00000023939,1523,0.031818181818181815
367,ENST00000023939,306,0.13636363636363635
